transaction_id,account_id,timestamp,amount,currency,transaction_type,category,merchant,balance_after
TX0000000041,ACC00000018,2024-10-16 14:23:12,1278.66,USD,refund,dining,Merchant_217,32216.83
TX0000000042,ACC00000062,2024-08-23 22:45:09-05:00,2727.62,USD,credit,entertainment,Merchant_145,12421.0
TX0000000043,ACC00000199,2024-07-11 20:25:42,710.99,USD,fee,dining,Merchant_287,23459.42
TX0000000044,ACC00000109,2024-06-12 10:43:21,2697.59,USD,fee,salary,Merchant_310,13457.46
TX0000000045,ACC00000132,2024-07-24 08:52:55,3.88e+03,USD,transfer,healthcare,Merchant_81,422.36
TX0000000046,ACC00000166,2024-09-27 13:30:48,1921.86,USD,credit,transport,Merchant_163,29667.1
TX0000000047,ACC00000082,2024-06-19 04:23:51-05:00,3693.52,USD,credit,dining,Merchant_484,3155.38
TX0000000048,ACC00000049,2024-08-16 21:06:15,23.09,USD,debit,salary,Merchant_65,27263.99
TX0000000049,ACC00000184,2024-06-04 04:29:48,4143.43,USD,credit,salary,Merchant_407,27822.94
TX0000000050,ACC00000031,2024-09-30 23:29:58,3.73e+03,JPY,refund,transport,Merchant_72,37807.85
TX0000000051,ACC00000100,2024-08-21 12:44:46,2404.18,USD,credit,groceries,Merchant_400,25247.32
TX0000000052,ACC00000013,2024-11-02 09:00:28,"4,537.09",USD,credit,transport,Merchant_73,7406.7
TX0000000053,ACC00000014,2024-07-20 17:43:18,"2444,81",USD,transfer,salary,Merchant_435,44433.55
TX0000000054,ACC00000183,2024-11-26 05:28:30,470.58,USD,fee,utilities,Merchant_348,30990.27
TX0000000055,ACC00000157,2024-10-28 02:40:30,542.57,USD,fee,dining,Merchant_396,18301.75
TX0000000056,ACC00000157,2024-09-11 20:49:29 UTC,2034.19,JPY,fee,healthcare,Merchant_100,2130.53
TX0000000057,ACC00000042,2024-08-13 16:01:01,3075.35,USD,transfer,entertainment,Merchant_346,18395.61
TX0000000058,ACC00000052,2024-09-07 05:45:23,982.19,USD,credit,entertainment,Merchant_429,22998.76
TX0000000059,ACC00000181,2024-06-24 02:04:48Z,1292.61,USD,debit,salary,Merchant_11,49205.31
TX0000000060,ACC00000196,2024-09-02 06:18:30,3359.14,USD,debit,dining,Merchant_253,21124.54
TX0000000061,ACC00000191,2024-11-12 02:07:05,4539.46,USD,debit,groceries,Merchant_36,16504.77
TX0000000062,ACC00000130,2024-09-11 06:53:58,757.81,USD,debit,entertainment,Merchant_206,544.78
TX0000000063,ACC00000120,2024-08-30 01:36:45,1045.47,USD,transfer,salary,Merchant_443,13156.54
TX0000000064,ACC00000053,2024-10-21 14:14:20,1445.82,USD,transfer,salary,Merchant_458,25069.64
TX0000000065,ACC00000146,2024-06-24 03:11:06 EST,1419.16,JPY,debit,transport,Merchant_197,20205.69
TX0000000066,ACC00000073,2024-08-03 06:32:59,2066.42,USD,credit,entertainment,Merchant_12,31715.16
TX0000000067,ACC00000109,2024-07-24 10:31:44,694.41,USD,transfer,entertainment,Merchant_399,32904.24
TX0000000068,ACC00000152,2024-10-11 12:19:25,2694.09,USD,credit,salary,Merchant_343,13267.09
TX0000000069,ACC00000189,2024-07-03 17:00:02,4054.41,USD,credit,groceries,Merchant_280,34491.38
TX0000000070,ACC00000005,2024-09-10 05:03:05,"1,521.67",USD,transfer,utilities,Merchant_302,37339.52
TX0000000071,ACC00000127,2024-06-08 01:49:21,1399.74,CHF,debit,shopping,Merchant_489,41212.69
TX0000000072,ACC00000051,2024-11-14 14:46:03,4395.66,CAD,credit,dining,Merchant_461,34834.09
TX0000000073,ACC00000052,2024-09-17 04:58:13,1907.57,USD,debit,utilities,Merchant_465,35667.14
TX0000000074,ACC00000153,2024-06-15 09:46:02-05:00,2947.08,AUD,refund,healthcare,Merchant_34,26363.54
TX0000000075,ACC00000080,2024-10-20 22:33:07,3635.87,USD,refund,groceries,Merchant_89,40496.16
TX0000000076,ACC00000086,2024-10-14 04:14:21,3495.4,USD,refund,entertainment,Merchant_320,14006.08
TX0000000077,ACC00000181,2024-11-22 09:39:47,1151.35,CHF,credit,salary,Merchant_214,46180.78
TX0000000078,ACC00000165,2024-09-17 10:15:49,2088.0,AUD,debit,utilities,Merchant_72,8602.64
TX0000000079,ACC00000195,2024-07-07 05:40:27,2600.04,USD,refund,transport,Merchant_400,17504.63
TX0000000080,ACC00000089,2024-09-27 06:16:49,2290.53,USD,credit,utilities,Merchant_425,286.92
TX0000000081,ACC00000200,2024-06-23 09:22:43+00:00,2742.85,USD,credit,groceries,Merchant_442,10683.34
TX0000000082,ACC00000129,2024-11-04 21:31:59,1014.81,USD,transfer,entertainment,Merchant_49,22448.44
TX0000000083,ACC00000156,2024-10-22 02:07:47,1542.82,USD,credit,salary,Merchant_209,33396.57
TX0000000084,ACC00000125,2024-09-01 04:01:48,3642.64,USD,fee,salary,Merchant_354,20336.25
TX0000000085,ACC00000169,2024-06-27 00:31:30,1991.24,USD,refund,healthcare,Merchant_210,44907.3
TX0000000086,ACC00000007,2024-07-31 21:34:33 PST,4530.35,USD,debit,shopping,Merchant_451,33371.73
TX0000000087,ACC00000048,2024-11-11 13:29:59,2008.19,USD,fee,shopping,Merchant_223,29647.01
TX0000000088,ACC00000177,2024-09-23 00:53:44,2.57e+03,CAD,credit,salary,Merchant_330,28536.81
TX0000000089,ACC00000165,2024-09-10 10:25:52,1625.0,USD,refund,groceries,Merchant_238,9444.34
TX0000000090,ACC00000028,2024-08-15 02:37:15-05:00,4042.31,USD,credit,dining,Merchant_175,28323.47
TX0000000091,ACC00000155,2024-11-07 23:30:29 PST,762.32,USD,fee,shopping,Merchant_152,16203.53
TX0000000092,ACC00000190,2024-06-08 01:53:12,"4560,76",USD,refund,groceries,Merchant_163,18530.94
TX0000000093,ACC00000198,2024-06-08 10:58:45 UTC,4706.01,USD,fee,utilities,Merchant_457,14616.35
TX0000000094,ACC00000036,2024-09-08 18:30:35 PST,2913.98,USD,refund,dining,Merchant_445,28625.69
TX0000000095,ACC00000166,2024-09-10 19:51:05Z,2672.38,USD,debit,transport,Merchant_270,22125.92
TX0000000096,ACC00000002,2024-09-18 09:03:55,3257.79,USD,refund,entertainment,Merchant_135,38716.0
TX0000000097,ACC00000144,2024-08-10 03:45:40,905.55,USD,fee,dining,Merchant_328,47399.92
TX0000000098,ACC00000151,2024-09-27 09:40:14,3213.16,JPY,credit,groceries,Merchant_64,38719.68
TX0000000099,ACC00000165,2024-06-28 07:56:09Z,1700.14,CAD,refund,shopping,Merchant_428,758.32
TX0000000100,ACC00000006,2024-11-08 09:31:17,855.41,USD,fee,dining,Merchant_77,37736.34
TX0000000101,ACC00000031,2024-07-17 13:14:54,945.97,USD,refund,groceries,Merchant_197,30275.93
TX0000000102,ACC00000006,2024-07-14 09:00:50,4761.18,USD,credit,transport,Merchant_403,31983.04
TX0000000103,ACC00000147,2024-07-15 20:41:45,2117.95,USD,fee,dining,Merchant_123,13052.16
TX0000000104,ACC00000084,2024-09-30 07:40:18,4970.72,AUD,fee,utilities,Merchant_414,34894.58
TX0000000105,ACC00000095,2024-11-12 16:19:25,4730.24,USD,fee,salary,Merchant_131,48055.45
TX0000000106,ACC00000093,2024-06-14 07:24:34,4516.19,GBP,transfer,transport,Merchant_482,39470.39
TX0000000107,ACC00000168,2024-09-04 15:16:21 EST,3623.04,CHF,fee,shopping,Merchant_182,14106.3
TX0000000108,ACC00000076,2024-10-10 14:42:47,4363.03,EUR,refund,healthcare,Merchant_339,25383.16
TX0000000109,ACC00000127,2024-08-31 04:35:27,3.15e+03,USD,credit,shopping,Merchant_201,42748.33
TX0000000110,ACC00000118,2024-08-17 00:20:15,772.13,USD,fee,dining,Merchant_269,43047.77
TX0000000111,ACC00000041,2024-09-29 08:59:32,4.51e+03,USD,fee,healthcare,Merchant_337,14607.31
TX0000000112,ACC00000153,2024-11-14 16:19:15,"4,356.47",EUR,transfer,groceries,Merchant_183,36467.13
TX0000000113,ACC00000185,2024-06-08 07:50:19+08:00,1596.32,USD,debit,entertainment,Merchant_273,3072.71
TX0000000114,ACC00000118,2024-08-08 20:29:10,"3664,35",USD,credit,transport,Merchant_89,508.71
TX0000000115,ACC00000190,2024-11-02 14:36:02,3485.02,USD,fee,entertainment,Merchant_433,22397.15
TX0000000116,ACC00000161,2024-10-30 18:17:40,3942.56,CAD,debit,healthcare,Merchant_288,17333.44
TX0000000117,ACC00000029,2024-06-08 10:26:08,"1676,08",USD,transfer,groceries,Merchant_347,49641.06
TX0000000118,ACC00000006,2024-07-05 06:44:40,25.32,USD,credit,utilities,Merchant_160,49623.61
TX0000000119,ACC00000153,2024-07-24 18:14:56,324.59,CAD,transfer,healthcare,Merchant_423,45451.9
TX0000000120,ACC00000021,2024-07-28 23:39:54,4162.35,USD,debit,utilities,Merchant_73,16597.53
TX0000000121,ACC00000043,2024-08-02 05:22:36,146.93,JPY,fee,dining,Merchant_95,49688.56
TX0000000122,ACC00000047,2024-09-26 16:09:35,2171.22,USD,transfer,utilities,Merchant_355,33814.64
TX0000000123,ACC00000184,2024-06-15 00:23:31,"1118,0",EUR,transfer,dining,Merchant_150,9702.7
TX0000000124,ACC00000155,2024-08-27 10:16:40,3783.24,USD,debit,healthcare,Merchant_166,48842.28
TX0000000125,ACC00000092,2024-06-25 10:30:42,4509.48,USD,transfer,healthcare,Merchant_353,15291.38
TX0000000126,ACC00000048,2024-09-26 06:02:59,3824.58,USD,refund,utilities,Merchant_213,6872.05
TX0000000127,ACC00000036,2024-09-25 14:15:28,1.25e+03,USD,debit,dining,Merchant_426,4863.87
TX0000000128,ACC00000043,2024-09-30 19:27:46,3609.85,USD,fee,transport,Merchant_453,43487.45
TX0000000129,ACC00000031,2024-06-26 13:48:27+08:00,"144,71",USD,refund,salary,Merchant_201,12951.17
TX0000000130,ACC00000060,2024-07-11 08:37:39,4664.61,USD,debit,shopping,Merchant_124,21252.43
TX0000000131,ACC00000112,2024-06-06 15:59:39,2988.97,USD,fee,groceries,Merchant_160,47496.04
TX0000000132,ACC00000139,2024-08-25 09:45:21,3605.8,USD,credit,entertainment,Merchant_469,41093.15
TX0000000133,ACC00000026,2024-11-22 06:46:26,2204.13,USD,credit,healthcare,Merchant_144,33867.27
TX0000000134,ACC00000129,2024-07-30 00:58:35,2653.43,USD,transfer,utilities,Merchant_337,2020.07
TX0000000135,ACC00000063,2024-08-15 04:09:03,7.27e+02,JPY,fee,transport,Merchant_188,30429.55
TX0000000136,ACC00000028,2024-06-13 05:09:35,879.35,USD,credit,transport,Merchant_68,36145.35
TX0000000137,ACC00000156,2024-09-29 19:49:23-05:00,2208.38,USD,refund,utilities,Merchant_57,23381.26
TX0000000138,ACC00000050,2024-08-24 17:37:01,3742.69,USD,debit,healthcare,Merchant_332,31472.67
TX0000000139,ACC00000022,2024-08-16 15:27:56,3075.57,GBP,debit,entertainment,Merchant_341,11328.69
TX0000000140,ACC00000005,2024-10-28 23:30:07,3.39e+03,JPY,fee,entertainment,Merchant_350,5449.43
TX0000000141,ACC00000087,2024-10-28 11:43:59,2339.03,USD,debit,salary,Merchant_110,6412.7
TX0000000142,ACC00000022,2024-07-13 00:07:53,2137.38,USD,debit,salary,Merchant_118,34296.89
TX0000000143,ACC00000146,2024-11-06 12:10:06,2.97e+03,USD,debit,dining,Merchant_227,12384.66
TX0000000144,ACC00000007,2024-07-27 05:29:27,3890.29,USD,transfer,entertainment,Merchant_290,5784.03
TX0000000145,ACC00000089,2024-10-11 05:28:31+08:00,5.89e+00,CHF,refund,utilities,Merchant_192,32209.12
TX0000000146,ACC00000046,2024-07-21 09:16:17-05:00,1589.66,USD,debit,entertainment,Merchant_398,616.58
TX0000000147,ACC00000143,2024-11-13 20:47:51 EST,2604.19,USD,refund,groceries,Merchant_455,28067.02
TX0000000148,ACC00000153,2024-07-26 07:19:40,1731.75,USD,transfer,shopping,Merchant_232,2858.98
TX0000000149,ACC00000155,2024-09-10 09:15:41,3895.78,GBP,credit,transport,Merchant_209,13682.81
TX0000000150,ACC00000138,2024-11-24 06:29:43,1.74e+03,USD,credit,healthcare,Merchant_404,31309.14
TX0000000151,ACC00000141,2024-09-18 01:32:06Z,224.22,USD,credit,salary,Merchant_89,44444.42
TX0000000152,ACC00000072,2024-06-19 09:55:48,1568.55,USD,fee,groceries,Merchant_52,12259.85
TX0000000153,ACC00000169,2024-10-18 17:10:09,15.61,USD,refund,entertainment,Merchant_186,11827.57
TX0000000154,ACC00000188,2024-07-31 13:02:49+00:00,2751.32,USD,debit,shopping,Merchant_268,9929.64
TX0000000155,ACC00000003,2024-07-03 07:49:40,2055.96,USD,credit,utilities,Merchant_333,20825.26
TX0000000156,ACC00000192,2024-11-27 23:15:47,1902.5,USD,refund,transport,Merchant_332,730.26
TX0000000157,ACC00000034,2024-10-03 21:30:11,231.82,USD,debit,transport,Merchant_358,1254.42
TX0000000158,ACC00000062,2024-06-26 09:30:58,45.17,CHF,transfer,dining,Merchant_447,5795.58
TX0000000159,ACC00000047,2024-06-09 04:42:34,4.19e+03,USD,credit,salary,Merchant_4,16099.99
TX0000000160,ACC00000193,2024-10-14 19:05:48,"551,54",USD,debit,transport,Merchant_409,39075.93
TX0000000161,ACC00000121,2024-11-12 17:23:16Z,4673.77,USD,credit,shopping,Merchant_177,21073.76
TX0000000162,ACC00000128,2024-08-26 20:52:07 PST,"3,000.60",USD,debit,healthcare,Merchant_225,22730.62
TX0000000163,ACC00000129,2024-09-24 07:43:51,582.53,CAD,refund,shopping,Merchant_385,37786.91
TX0000000164,ACC00000190,2024-07-07 21:15:37,1772.52,CAD,fee,shopping,Merchant_473,5416.93
TX0000000165,ACC00000118,2024-09-22 01:14:01,1861.9,USD,debit,healthcare,Merchant_279,24771.5
TX0000000166,ACC00000187,2024-10-13 23:47:18,"4116,0",USD,credit,healthcare,Merchant_352,2422.26
TX0000000167,ACC00000078,2024-11-16 06:48:18,3336.42,USD,transfer,shopping,Merchant_454,48074.6
TX0000000168,ACC00000076,2024-09-06 13:31:27,1024.76,CHF,debit,utilities,Merchant_413,10998.78
TX0000000169,ACC00000172,2024-09-26 21:49:06,"3421,3",USD,debit,dining,Merchant_96,8788.38
TX0000000170,ACC00000189,2024-08-16 00:14:07,"3005,23",USD,fee,healthcare,Merchant_455,49518.46
TX0000000171,ACC00000097,2024-09-15 16:30:01,4208.75,USD,refund,shopping,Merchant_304,19476.08
TX0000000172,ACC00000200,2024-10-09 23:59:01+08:00,1083.04,USD,credit,groceries,Merchant_15,27605.2
TX0000000173,ACC00000059,2024-08-12 01:14:31,3414.87,USD,fee,healthcare,Merchant_354,46034.65
TX0000000174,ACC00000181,2024-06-21 19:36:11,3734.35,USD,refund,utilities,Merchant_339,7333.85
TX0000000175,ACC00000058,2024-11-12 13:30:59,289.2,USD,transfer,utilities,Merchant_23,16558.54
TX0000000176,ACC00000025,2024-08-07 09:24:47,4683.27,USD,debit,salary,Merchant_88,7343.18
TX0000000177,ACC00000006,2024-07-04 00:10:17,2399.59,USD,debit,utilities,Merchant_229,25977.83
TX0000000178,ACC00000123,2024-11-27 02:49:25 UTC,3260.37,USD,transfer,salary,Merchant_270,42414.32
TX0000000179,ACC00000148,2024-11-05 07:50:53,3636.17,USD,fee,transport,Merchant_298,32842.83
TX0000000180,ACC00000035,2024-11-05 22:39:38,285.34,USD,debit,salary,Merchant_64,8145.37
TX0000000181,ACC00000107,2024-06-29 16:34:54 EST,2046.69,USD,transfer,utilities,Merchant_284,16854.01
TX0000000182,ACC00000003,2024-11-07 01:42:06,"4974,51",USD,fee,utilities,Merchant_253,44580.15
TX0000000183,ACC00000081,2024-07-26 04:51:43,4.27e+03,USD,fee,healthcare,Merchant_49,43276.34
TX0000000184,ACC00000094,2024-09-13 14:53:06 EST,841.65,USD,transfer,salary,Merchant_419,23103.82
TX0000000185,ACC00000079,2024-07-17 07:55:48,2072.67,USD,refund,shopping,Merchant_112,20985.77
TX0000000186,ACC00000055,2024-10-04 01:32:04,444.31,USD,refund,groceries,Merchant_201,41975.09
TX0000000187,ACC00000004,2024-10-14 13:44:03,570.03,USD,fee,utilities,Merchant_219,10438.36
TX0000000188,ACC00000100,2024-10-05 19:12:50,3416.66,USD,credit,healthcare,Merchant_216,8669.85
TX0000000189,ACC00000069,2024-07-01 15:04:30,3069.99,USD,refund,groceries,Merchant_387,26391.48
TX0000000190,ACC00000173,2024-06-12 17:44:38,4174.13,CHF,credit,dining,Merchant_384,12209.36
TX0000000191,ACC00000178,2024-08-15 19:33:49,1665.21,USD,fee,healthcare,Merchant_349,11322.88
TX0000000192,ACC00000072,2024-11-02 02:35:48,4.15e+03,USD,credit,entertainment,Merchant_75,7742.11
TX0000000193,ACC00000154,2024-08-22 18:06:28,4043.8,USD,credit,dining,Merchant_286,3580.02
TX0000000194,ACC00000066,2024-06-19 04:47:53,4907.29,USD,fee,shopping,Merchant_460,47439.14
TX0000000195,ACC00000104,2024-07-16 11:52:45,4.96e+03,AUD,debit,utilities,Merchant_357,35362.75
TX0000000196,ACC00000026,2024-10-17 20:14:36,2991.57,USD,credit,transport,Merchant_163,17964.57
TX0000000197,ACC00000063,2024-07-30 11:20:24,1088.92,GBP,debit,salary,Merchant_307,2730.79
TX0000000198,ACC00000012,2024-09-12 00:42:47,1689.04,USD,refund,shopping,Merchant_357,47900.86
TX0000000199,ACC00000035,2024-11-17 17:23:56,3941.51,USD,transfer,groceries,Merchant_288,26965.13
TX0000000200,ACC00000163,2024-11-05 03:55:11,3513.39,USD,credit,dining,Merchant_334,23099.02
TX0000000201,ACC00000056,2024-06-24 21:25:32,322.8,USD,refund,salary,Merchant_99,43879.51
TX0000000202,ACC00000169,2024-09-18 22:01:30,"3462,36",USD,credit,transport,Merchant_500,6139.09
TX0000000203,ACC00000166,2024-06-04 06:58:11,1.53e+03,USD,credit,transport,Merchant_49,32557.77
TX0000000204,ACC00000016,2024-11-25 03:33:56,3959.77,USD,fee,healthcare,Merchant_95,36120.02
TX0000000205,ACC00000140,2024-07-31 21:20:19,4509.04,USD,debit,transport,Merchant_149,4797.81
TX0000000206,ACC00000070,2024-08-08 13:18:48,4860.15,USD,credit,groceries,Merchant_81,43643.5
TX0000000207,ACC00000179,2024-11-25 16:15:51,4184.08,JPY,refund,transport,Merchant_225,18456.0
TX0000000208,ACC00000189,2024-09-14 19:44:57,4689.96,USD,refund,shopping,Merchant_337,5988.97
TX0000000209,ACC00000073,2024-06-17 18:26:17,41.31,USD,debit,transport,Merchant_254,40155.06
TX0000000210,ACC00000050,2024-08-29 14:39:34,3100.59,USD,fee,groceries,Merchant_164,3341.19
TX0000000211,ACC00000176,2024-08-20 04:08:19,4194.01,USD,refund,groceries,Merchant_261,49506.9
TX0000000212,ACC00000019,2024-07-16 20:55:04,3337.32,GBP,debit,healthcare,Merchant_163,41108.28
TX0000000213,ACC00000045,2024-09-07 18:39:17,907.01,USD,debit,entertainment,Merchant_124,28937.57
TX0000000214,ACC00000109,2024-10-01 20:45:24,"2164,48",USD,refund,entertainment,Merchant_397,33231.86
TX0000000215,ACC00000146,2024-07-14 02:22:14,1159.33,USD,transfer,utilities,Merchant_428,19247.8
TX0000000216,ACC00000174,2024-06-18 04:52:34 EST,"3912,4",USD,debit,healthcare,Merchant_402,9674.54
TX0000000217,ACC00000001,2024-08-18 12:17:41 EST,3155.0,USD,fee,shopping,Merchant_345,7524.93
TX0000000218,ACC00000077,2024-07-17 00:47:12,1351.52,USD,refund,healthcare,Merchant_488,9646.64
TX0000000219,ACC00000189,2024-07-31 16:13:30,1855.26,CHF,refund,shopping,Merchant_224,46959.64
TX0000000220,ACC00000093,2024-11-04 16:46:02,"2539,14",USD,transfer,entertainment,Merchant_146,38824.7
TX0000000221,ACC00000035,2024-08-04 07:35:11,"1919,21",USD,refund,dining,Merchant_176,31049.09
TX0000000222,ACC00000148,2024-06-06 22:17:13,1700.79,CAD,transfer,entertainment,Merchant_499,41659.91
TX0000000223,ACC00000096,2024-10-23 04:57:59,2615.79,USD,refund,transport,Merchant_451,31111.01
TX0000000224,ACC00000155,2024-10-02 04:55:00,1244.44,USD,fee,transport,Merchant_168,21403.31
TX0000000225,ACC00000085,2024-07-24 18:38:06,"4,197.69",GBP,debit,transport,Merchant_235,23569.17
TX0000000226,ACC00000151,2024-07-03 01:33:12-05:00,23.65,USD,transfer,transport,Merchant_70,38124.9
TX0000000227,ACC00000190,2024-10-20 00:29:13,4672.87,USD,refund,shopping,Merchant_342,49299.16
TX0000000228,ACC00000149,2024-09-06 00:27:27,2250.42,USD,transfer,salary,Merchant_9,26990.81
TX0000000229,ACC00000006,2024-09-14 06:06:29,3501.7,USD,fee,groceries,Merchant_44,42771.32
TX0000000230,ACC00000195,2024-08-07 03:28:58,411.1,USD,credit,transport,Merchant_408,1413.21
TX0000000231,ACC00000111,2024-09-23 11:21:25,2402.69,USD,transfer,groceries,Merchant_335,17988.98
TX0000000232,ACC00000176,2024-08-26 10:34:46,"2,526.41",USD,debit,shopping,Merchant_252,47189.77
TX0000000233,ACC00000053,2024-11-17 17:16:36,4434.21,USD,transfer,healthcare,Merchant_497,34186.22
TX0000000234,ACC00000084,2024-09-04 03:56:40,4916.93,USD,debit,transport,Merchant_166,28816.64
TX0000000235,ACC00000148,2024-06-06 04:21:50+08:00,2045.39,USD,credit,salary,Merchant_176,42857.92
TX0000000236,ACC00000046,2024-08-19 09:08:52,3.56e+03,USD,refund,shopping,Merchant_37,45069.92
TX0000000237,ACC00000115,2024-09-30 06:34:37-05:00,839.93,USD,debit,transport,Merchant_491,16623.54
TX0000000238,ACC00000062,2024-06-09 12:21:03-05:00,4901.71,USD,refund,dining,Merchant_447,34156.2
TX0000000239,ACC00000078,2024-11-28 23:27:47,862.98,USD,refund,utilities,Merchant_323,18881.96
TX0000000240,ACC00000192,2024-09-14 15:33:41,1438.32,USD,fee,groceries,Merchant_344,12300.24
TX0000000241,ACC00000022,2024-09-07 14:20:32,1754.62,USD,debit,utilities,Merchant_436,1045.37
TX0000000242,ACC00000157,2024-07-07 22:35:36,1887.49,USD,credit,groceries,Merchant_389,16739.83
TX0000000243,ACC00000182,2024-08-16 04:58:32,4298.41,USD,fee,salary,Merchant_180,7456.74
TX0000000244,ACC00000084,2024-10-13 20:48:30,2.45e+02,USD,fee,entertainment,Merchant_27,10890.12
TX0000000245,ACC00000055,2024-07-21 07:27:13,1269.39,USD,refund,transport,Merchant_207,34032.14
TX0000000246,ACC00000027,2024-10-10 03:24:47,3694.01,USD,refund,utilities,Merchant_346,12305.8
TX0000000247,ACC00000123,2024-07-09 14:14:23-05:00,2.20e+03,USD,debit,salary,Merchant_452,21141.78
TX0000000248,ACC00000119,2024-07-27 11:56:28,1507.96,USD,fee,shopping,Merchant_89,43332.71
TX0000000249,ACC00000114,2024-11-20 21:56:08+08:00,1941.23,USD,refund,dining,Merchant_357,47165.73
TX0000000250,ACC00000155,2024-06-12 00:39:57 PST,"4547,54",USD,fee,salary,Merchant_136,45750.02
TX0000000251,ACC00000074,2024-10-05 19:39:17,3421.01,USD,refund,dining,Merchant_71,32538.16
TX0000000252,ACC00000065,2024-10-29 19:54:12,2231.18,USD,debit,healthcare,Merchant_244,23038.82
TX0000000253,ACC00000039,2024-09-08 22:26:35 EST,"2377,12",USD,debit,salary,Merchant_216,1348.61
